Month,District,OCR
2017-06,AucklandCity,1.75
2017-06,Franklin,1.75
2017-06,Manukau,1.75
2017-06,NorthShore,1.75
2017-06,Papakura,1.75
2017-06,Rodney,1.75
2017-06,Waitakere,1.75
2017-07,AucklandCity,1.75
2017-07,Franklin,1.75
2017-07,Manukau,1.75
2017-07,NorthShore,1.75
2017-07,Papakura,1.75
2017-07,Rodney,1.75
2017-07,Waitakere,1.75
2017-08,AucklandCity,1.75
2017-08,Franklin,1.75
2017-08,Manukau,1.75
2017-08,NorthShore,1.75
2017-08,Papakura,1.75
2017-08,Rodney,1.75
2017-08,Waitakere,1.75
2017-09,AucklandCity,1.75
2017-09,Franklin,1.75
2017-09,Manukau,1.75
2017-09,NorthShore,1.75
2017-09,Papakura,1.75
2017-09,Rodney,1.75
2017-09,Waitakere,1.75
2017-10,AucklandCity,1.75
2017-10,Franklin,1.75
2017-10,Manukau,1.75
2017-10,NorthShore,1.75
2017-10,Papakura,1.75
2017-10,Rodney,1.75
2017-10,Waitakere,1.75
2017-11,AucklandCity,1.75
2017-11,Franklin,1.75
2017-11,Manukau,1.75
2017-11,NorthShore,1.75
2017-11,Papakura,1.75
2017-11,Rodney,1.75
2017-11,Waitakere,1.75
2017-12,AucklandCity,1.75
2017-12,Franklin,1.75
2017-12,Manukau,1.75
2017-12,NorthShore,1.75
2017-12,Papakura,1.75
2017-12,Rodney,1.75
2017-12,Waitakere,1.75
2018-01,AucklandCity,1.75
2018-01,Franklin,1.75
2018-01,Manukau,1.75
2018-01,NorthShore,1.75
2018-01,Papakura,1.75
2018-01,Rodney,1.75
2018-01,Waitakere,1.75
2018-02,AucklandCity,1.75
2018-02,Franklin,1.75
2018-02,Manukau,1.75
2018-02,NorthShore,1.75
2018-02,Papakura,1.75
2018-02,Rodney,1.75
2018-02,Waitakere,1.75
2018-03,AucklandCity,1.75
2018-03,Franklin,1.75
2018-03,Manukau,1.75
2018-03,NorthShore,1.75
2018-03,Papakura,1.75
2018-03,Rodney,1.75
2018-03,Waitakere,1.75
2018-04,AucklandCity,1.75
2018-04,Franklin,1.75
2018-04,Manukau,1.75
2018-04,NorthShore,1.75
2018-04,Papakura,1.75
2018-04,Rodney,1.75
2018-04,Waitakere,1.75
2018-05,AucklandCity,1.75
2018-05,Franklin,1.75
2018-05,Manukau,1.75
2018-05,NorthShore,1.75
2018-05,Papakura,1.75
2018-05,Rodney,1.75
2018-05,Waitakere,1.75
2018-06,AucklandCity,1.75
2018-06,Franklin,1.75
2018-06,Manukau,1.75
2018-06,NorthShore,1.75
2018-06,Papakura,1.75
2018-06,Rodney,1.75
2018-06,Waitakere,1.75
2018-07,AucklandCity,1.75
2018-07,Franklin,1.75
2018-07,Manukau,1.75
2018-07,NorthShore,1.75
2018-07,Papakura,1.75
2018-07,Rodney,1.75
2018-07,Waitakere,1.75
2018-08,AucklandCity,1.75
2018-08,Franklin,1.75
2018-08,Manukau,1.75
2018-08,NorthShore,1.75
2018-08,Papakura,1.75
2018-08,Rodney,1.75
2018-08,Waitakere,1.75
2018-09,AucklandCity,1.75
2018-09,Franklin,1.75
2018-09,Manukau,1.75
2018-09,NorthShore,1.75
2018-09,Papakura,1.75
2018-09,Rodney,1.75
2018-09,Waitakere,1.75
2018-10,AucklandCity,1.75
2018-10,Franklin,1.75
2018-10,Manukau,1.75
2018-10,NorthShore,1.75
2018-10,Papakura,1.75
2018-10,Rodney,1.75
2018-10,Waitakere,1.75
2018-11,AucklandCity,1.75
2018-11,Franklin,1.75
2018-11,Manukau,1.75
2018-11,NorthShore,1.75
2018-11,Papakura,1.75
2018-11,Rodney,1.75
2018-11,Waitakere,1.75
2018-12,AucklandCity,1.75
2018-12,Franklin,1.75
2018-12,Manukau,1.75
2018-12,NorthShore,1.75
2018-12,Papakura,1.75
2018-12,Rodney,1.75
2018-12,Waitakere,1.75
2019-01,AucklandCity,1.75
2019-01,Franklin,1.75
2019-01,Manukau,1.75
2019-01,NorthShore,1.75
2019-01,Papakura,1.75
2019-01,Rodney,1.75
2019-01,Waitakere,1.75
2019-02,AucklandCity,1.75
2019-02,Franklin,1.75
2019-02,Manukau,1.75
2019-02,NorthShore,1.75
2019-02,Papakura,1.75
2019-02,Rodney,1.75
2019-02,Waitakere,1.75
2019-03,AucklandCity,1.75
2019-03,Franklin,1.75
2019-03,Manukau,1.75
2019-03,NorthShore,1.75
2019-03,Papakura,1.75
2019-03,Rodney,1.75
2019-03,Waitakere,1.75
2019-04,AucklandCity,1.75
2019-04,Franklin,1.75
2019-04,Manukau,1.75
2019-04,NorthShore,1.75
2019-04,Papakura,1.75
2019-04,Rodney,1.75
2019-04,Waitakere,1.75
2019-05,AucklandCity,1.5
2019-05,Franklin,1.5
2019-05,Manukau,1.5
2019-05,NorthShore,1.5
2019-05,Papakura,1.5
2019-05,Rodney,1.5
2019-05,Waitakere,1.5
2019-06,AucklandCity,1.5
2019-06,Franklin,1.5
2019-06,Manukau,1.5
2019-06,NorthShore,1.5
2019-06,Papakura,1.5
2019-06,Rodney,1.5
2019-06,Waitakere,1.5
2019-07,AucklandCity,1.5
2019-07,Franklin,1.5
2019-07,Manukau,1.5
2019-07,NorthShore,1.5
2019-07,Papakura,1.5
2019-07,Rodney,1.5
2019-07,Waitakere,1.5
2019-08,AucklandCity,1.0
2019-08,Franklin,1.0
2019-08,Manukau,1.0
2019-08,NorthShore,1.0
2019-08,Papakura,1.0
2019-08,Rodney,1.0
2019-08,Waitakere,1.0
2019-09,AucklandCity,1.0
2019-09,Franklin,1.0
2019-09,Manukau,1.0
2019-09,NorthShore,1.0
2019-09,Papakura,1.0
2019-09,Rodney,1.0
2019-09,Waitakere,1.0
2019-10,AucklandCity,1.0
2019-10,Franklin,1.0
2019-10,Manukau,1.0
2019-10,NorthShore,1.0
2019-10,Papakura,1.0
2019-10,Rodney,1.0
2019-10,Waitakere,1.0
2019-11,AucklandCity,1.0
2019-11,Franklin,1.0
2019-11,Manukau,1.0
2019-11,NorthShore,1.0
2019-11,Papakura,1.0
2019-11,Rodney,1.0
2019-11,Waitakere,1.0
2019-12,AucklandCity,1.0
2019-12,Franklin,1.0
2019-12,Manukau,1.0
2019-12,NorthShore,1.0
2019-12,Papakura,1.0
2019-12,Rodney,1.0
2019-12,Waitakere,1.0
2020-01,AucklandCity,1.0
2020-01,Franklin,1.0
2020-01,Manukau,1.0
2020-01,NorthShore,1.0
2020-01,Papakura,1.0
2020-01,Rodney,1.0
2020-01,Waitakere,1.0
2020-02,AucklandCity,1.0
2020-02,Franklin,1.0
2020-02,Manukau,1.0
2020-02,NorthShore,1.0
2020-02,Papakura,1.0
2020-02,Rodney,1.0
2020-02,Waitakere,1.0
2020-03,AucklandCity,0.25
2020-03,Franklin,0.25
2020-03,Manukau,0.25
2020-03,NorthShore,0.25
2020-03,Papakura,0.25
2020-03,Rodney,0.25
2020-03,Waitakere,0.25
2020-04,AucklandCity,0.25
2020-04,Franklin,0.25
2020-04,Manukau,0.25
2020-04,NorthShore,0.25
2020-04,Papakura,0.25
2020-04,Rodney,0.25
2020-04,Waitakere,0.25
2020-05,AucklandCity,0.25
2020-05,Franklin,0.25
2020-05,Manukau,0.25
2020-05,NorthShore,0.25
2020-05,Papakura,0.25
2020-05,Rodney,0.25
2020-05,Waitakere,0.25
2020-06,AucklandCity,0.25
2020-06,Franklin,0.25
2020-06,Manukau,0.25
2020-06,NorthShore,0.25
2020-06,Papakura,0.25
2020-06,Rodney,0.25
2020-06,Waitakere,0.25
2020-07,AucklandCity,0.25
2020-07,Franklin,0.25
2020-07,Manukau,0.25
2020-07,NorthShore,0.25
2020-07,Papakura,0.25
2020-07,Rodney,0.25
2020-07,Waitakere,0.25
2020-08,AucklandCity,0.25
2020-08,Franklin,0.25
2020-08,Manukau,0.25
2020-08,NorthShore,0.25
2020-08,Papakura,0.25
2020-08,Rodney,0.25
2020-08,Waitakere,0.25
2020-09,AucklandCity,0.25
2020-09,Franklin,0.25
2020-09,Manukau,0.25
2020-09,NorthShore,0.25
2020-09,Papakura,0.25
2020-09,Rodney,0.25
2020-09,Waitakere,0.25
2020-10,AucklandCity,0.25
2020-10,Franklin,0.25
2020-10,Manukau,0.25
2020-10,NorthShore,0.25
2020-10,Papakura,0.25
2020-10,Rodney,0.25
2020-10,Waitakere,0.25
2020-11,AucklandCity,0.25
2020-11,Franklin,0.25
2020-11,Manukau,0.25
2020-11,NorthShore,0.25
2020-11,Papakura,0.25
2020-11,Rodney,0.25
2020-11,Waitakere,0.25
2020-12,AucklandCity,0.25
2020-12,Franklin,0.25
2020-12,Manukau,0.25
2020-12,NorthShore,0.25
2020-12,Papakura,0.25
2020-12,Rodney,0.25
2020-12,Waitakere,0.25
2021-01,AucklandCity,0.25
2021-01,Franklin,0.25
2021-01,Manukau,0.25
2021-01,NorthShore,0.25
2021-01,Papakura,0.25
2021-01,Rodney,0.25
2021-01,Waitakere,0.25
2021-02,AucklandCity,0.25
2021-02,Franklin,0.25
2021-02,Manukau,0.25
2021-02,NorthShore,0.25
2021-02,Papakura,0.25
2021-02,Rodney,0.25
2021-02,Waitakere,0.25
2021-03,AucklandCity,0.25
2021-03,Franklin,0.25
2021-03,Manukau,0.25
2021-03,NorthShore,0.25
2021-03,Papakura,0.25
2021-03,Rodney,0.25
2021-03,Waitakere,0.25
2021-04,AucklandCity,0.25
2021-04,Franklin,0.25
2021-04,Manukau,0.25
2021-04,NorthShore,0.25
2021-04,Papakura,0.25
2021-04,Rodney,0.25
2021-04,Waitakere,0.25
2021-05,AucklandCity,0.25
2021-05,Franklin,0.25
2021-05,Manukau,0.25
2021-05,NorthShore,0.25
2021-05,Papakura,0.25
2021-05,Rodney,0.25
2021-05,Waitakere,0.25
2021-06,AucklandCity,0.25
2021-06,Franklin,0.25
2021-06,Manukau,0.25
2021-06,NorthShore,0.25
2021-06,Papakura,0.25
2021-06,Rodney,0.25
2021-06,Waitakere,0.25
2021-07,AucklandCity,0.25
2021-07,Franklin,0.25
2021-07,Manukau,0.25
2021-07,NorthShore,0.25
2021-07,Papakura,0.25
2021-07,Rodney,0.25
2021-07,Waitakere,0.25
2021-08,AucklandCity,0.25
2021-08,Franklin,0.25
2021-08,Manukau,0.25
2021-08,NorthShore,0.25
2021-08,Papakura,0.25
2021-08,Rodney,0.25
2021-08,Waitakere,0.25
2021-09,AucklandCity,0.25
2021-09,Franklin,0.25
2021-09,Manukau,0.25
2021-09,NorthShore,0.25
2021-09,Papakura,0.25
2021-09,Rodney,0.25
2021-09,Waitakere,0.25
2021-10,AucklandCity,0.5
2021-10,Franklin,0.5
2021-10,Manukau,0.5
2021-10,NorthShore,0.5
2021-10,Papakura,0.5
2021-10,Rodney,0.5
2021-10,Waitakere,0.5
2021-11,AucklandCity,0.75
2021-11,Franklin,0.75
2021-11,Manukau,0.75
2021-11,NorthShore,0.75
2021-11,Papakura,0.75
2021-11,Rodney,0.75
2021-11,Waitakere,0.75
2021-12,AucklandCity,0.75
2021-12,Franklin,0.75
2021-12,Manukau,0.75
2021-12,NorthShore,0.75
2021-12,Papakura,0.75
2021-12,Rodney,0.75
2021-12,Waitakere,0.75
2022-01,AucklandCity,0.75
2022-01,Franklin,0.75
2022-01,Manukau,0.75
2022-01,NorthShore,0.75
2022-01,Papakura,0.75
2022-01,Rodney,0.75
2022-01,Waitakere,0.75
2022-02,AucklandCity,1.0
2022-02,Franklin,1.0
2022-02,Manukau,1.0
2022-02,NorthShore,1.0
2022-02,Papakura,1.0
2022-02,Rodney,1.0
2022-02,Waitakere,1.0
2022-03,AucklandCity,1.0
2022-03,Franklin,1.0
2022-03,Manukau,1.0
2022-03,NorthShore,1.0
2022-03,Papakura,1.0
2022-03,Rodney,1.0
2022-03,Waitakere,1.0
2022-04,AucklandCity,1.5
2022-04,Franklin,1.5
2022-04,Manukau,1.5
2022-04,NorthShore,1.5
2022-04,Papakura,1.5
2022-04,Rodney,1.5
2022-04,Waitakere,1.5
2022-05,AucklandCity,2.0
2022-05,Franklin,2.0
2022-05,Manukau,2.0
2022-05,NorthShore,2.0
2022-05,Papakura,2.0
2022-05,Rodney,2.0
2022-05,Waitakere,2.0
2022-06,AucklandCity,2.0
2022-06,Franklin,2.0
2022-06,Manukau,2.0
2022-06,NorthShore,2.0
2022-06,Papakura,2.0
2022-06,Rodney,2.0
2022-06,Waitakere,2.0
2022-07,AucklandCity,2.5
2022-07,Franklin,2.5
2022-07,Manukau,2.5
2022-07,NorthShore,2.5
2022-07,Papakura,2.5
2022-07,Rodney,2.5
2022-07,Waitakere,2.5
2022-08,AucklandCity,3.0
2022-08,Franklin,3.0
2022-08,Manukau,3.0
2022-08,NorthShore,3.0
2022-08,Papakura,3.0
2022-08,Rodney,3.0
2022-08,Waitakere,3.0
2022-09,AucklandCity,3.0
2022-09,Franklin,3.0
2022-09,Manukau,3.0
2022-09,NorthShore,3.0
2022-09,Papakura,3.0
2022-09,Rodney,3.0
2022-09,Waitakere,3.0
2022-10,AucklandCity,3.5
2022-10,Franklin,3.5
2022-10,Manukau,3.5
2022-10,NorthShore,3.5
2022-10,Papakura,3.5
2022-10,Rodney,3.5
2022-10,Waitakere,3.5
2022-11,AucklandCity,4.25
2022-11,Franklin,4.25
2022-11,Manukau,4.25
2022-11,NorthShore,4.25
2022-11,Papakura,4.25
2022-11,Rodney,4.25
2022-11,Waitakere,4.25
2022-12,AucklandCity,4.25
2022-12,Franklin,4.25
2022-12,Manukau,4.25
2022-12,NorthShore,4.25
2022-12,Papakura,4.25
2022-12,Rodney,4.25
2022-12,Waitakere,4.25
2023-01,AucklandCity,4.25
2023-01,Franklin,4.25
2023-01,Manukau,4.25
2023-01,NorthShore,4.25
2023-01,Papakura,4.25
2023-01,Rodney,4.25
2023-01,Waitakere,4.25
2023-02,AucklandCity,4.75
2023-02,Franklin,4.75
2023-02,Manukau,4.75
2023-02,NorthShore,4.75
2023-02,Papakura,4.75
2023-02,Rodney,4.75
2023-02,Waitakere,4.75
2023-03,AucklandCity,4.75
2023-03,Franklin,4.75
2023-03,Manukau,4.75
2023-03,NorthShore,4.75
2023-03,Papakura,4.75
2023-03,Rodney,4.75
2023-03,Waitakere,4.75
2023-04,AucklandCity,5.25
2023-04,Franklin,5.25
2023-04,Manukau,5.25
2023-04,NorthShore,5.25
2023-04,Papakura,5.25
2023-04,Rodney,5.25
2023-04,Waitakere,5.25
2023-05,AucklandCity,5.5
2023-05,Franklin,5.5
2023-05,Manukau,5.5
2023-05,NorthShore,5.5
2023-05,Papakura,5.5
2023-05,Rodney,5.5
2023-05,Waitakere,5.5
2023-06,AucklandCity,5.5
2023-06,Franklin,5.5
2023-06,Manukau,5.5
2023-06,NorthShore,5.5
2023-06,Papakura,5.5
2023-06,Rodney,5.5
2023-06,Waitakere,5.5
2023-07,AucklandCity,5.5
2023-07,Franklin,5.5
2023-07,Manukau,5.5
2023-07,NorthShore,5.5
2023-07,Papakura,5.5
2023-07,Rodney,5.5
2023-07,Waitakere,5.5
2023-08,AucklandCity,5.5
2023-08,Franklin,5.5
2023-08,Manukau,5.5
2023-08,NorthShore,5.5
2023-08,Papakura,5.5
2023-08,Rodney,5.5
2023-08,Waitakere,5.5
2023-09,AucklandCity,5.5
2023-09,Franklin,5.5
2023-09,Manukau,5.5
2023-09,NorthShore,5.5
2023-09,Papakura,5.5
2023-09,Rodney,5.5
2023-09,Waitakere,5.5
2023-10,AucklandCity,5.5
2023-10,Franklin,5.5
2023-10,Manukau,5.5
2023-10,NorthShore,5.5
2023-10,Papakura,5.5
2023-10,Rodney,5.5
2023-10,Waitakere,5.5
2023-11,AucklandCity,5.5
2023-11,Franklin,5.5
2023-11,Manukau,5.5
2023-11,NorthShore,5.5
2023-11,Papakura,5.5
2023-11,Rodney,5.5
2023-11,Waitakere,5.5
2023-12,AucklandCity,5.5
2023-12,Franklin,5.5
2023-12,Manukau,5.5
2023-12,NorthShore,5.5
2023-12,Papakura,5.5
2023-12,Rodney,5.5
2023-12,Waitakere,5.5
2024-01,AucklandCity,5.5
2024-01,Franklin,5.5
2024-01,Manukau,5.5
2024-01,NorthShore,5.5
2024-01,Papakura,5.5
2024-01,Rodney,5.5
2024-01,Waitakere,5.5
2024-02,AucklandCity,5.5
2024-02,Franklin,5.5
2024-02,Manukau,5.5
2024-02,NorthShore,5.5
2024-02,Papakura,5.5
2024-02,Rodney,5.5
2024-02,Waitakere,5.5
2024-03,AucklandCity,5.5
2024-03,Franklin,5.5
2024-03,Manukau,5.5
2024-03,NorthShore,5.5
2024-03,Papakura,5.5
2024-03,Rodney,5.5
2024-03,Waitakere,5.5
2024-04,AucklandCity,5.5
2024-04,Franklin,5.5
2024-04,Manukau,5.5
2024-04,NorthShore,5.5
2024-04,Papakura,5.5
2024-04,Rodney,5.5
2024-04,Waitakere,5.5
2024-05,AucklandCity,5.5
2024-05,Franklin,5.5
2024-05,Manukau,5.5
2024-05,NorthShore,5.5
2024-05,Papakura,5.5
2024-05,Rodney,5.5
2024-05,Waitakere,5.5
2024-06,AucklandCity,5.5
2024-06,Franklin,5.5
2024-06,Manukau,5.5
2024-06,NorthShore,5.5
2024-06,Papakura,5.5
2024-06,Rodney,5.5
2024-06,Waitakere,5.5
2024-07,AucklandCity,5.5
2024-07,Franklin,5.5
2024-07,Manukau,5.5
2024-07,NorthShore,5.5
2024-07,Papakura,5.5
2024-07,Rodney,5.5
2024-07,Waitakere,5.5
2024-08,AucklandCity,5.25
2024-08,Franklin,5.25
2024-08,Manukau,5.25
2024-08,NorthShore,5.25
2024-08,Papakura,5.25
2024-08,Rodney,5.25
2024-08,Waitakere,5.25
2024-09,AucklandCity,5.25
2024-09,Franklin,5.25
2024-09,Manukau,5.25
2024-09,NorthShore,5.25
2024-09,Papakura,5.25
2024-09,Rodney,5.25
2024-09,Waitakere,5.25
2024-10,AucklandCity,4.75
2024-10,Franklin,4.75
2024-10,Manukau,4.75
2024-10,NorthShore,4.75
2024-10,Papakura,4.75
2024-10,Rodney,4.75
2024-10,Waitakere,4.75
2024-11,AucklandCity,4.25
2024-11,Franklin,4.25
2024-11,Manukau,4.25
2024-11,NorthShore,4.25
2024-11,Papakura,4.25
2024-11,Rodney,4.25
2024-11,Waitakere,4.25
2024-12,AucklandCity,4.25
2024-12,Franklin,4.25
2024-12,Manukau,4.25
2024-12,NorthShore,4.25
2024-12,Papakura,4.25
2024-12,Rodney,4.25
2024-12,Waitakere,4.25
2025-01,AucklandCity,4.25
2025-01,Franklin,4.25
2025-01,Manukau,4.25
2025-01,NorthShore,4.25
2025-01,Papakura,4.25
2025-01,Rodney,4.25
2025-01,Waitakere,4.25
2025-02,AucklandCity,3.75
2025-02,Franklin,3.75
2025-02,Manukau,3.75
2025-02,NorthShore,3.75
2025-02,Papakura,3.75
2025-02,Rodney,3.75
2025-02,Waitakere,3.75
2025-03,AucklandCity,3.75
2025-03,Franklin,3.75
2025-03,Manukau,3.75
2025-03,NorthShore,3.75
2025-03,Papakura,3.75
2025-03,Rodney,3.75
2025-03,Waitakere,3.75
2025-04,AucklandCity,3.5
2025-04,Franklin,3.5
2025-04,Manukau,3.5
2025-04,NorthShore,3.5
2025-04,Papakura,3.5
2025-04,Rodney,3.5
2025-04,Waitakere,3.5
2025-05,AucklandCity,3.25
2025-05,Franklin,3.25
2025-05,Manukau,3.25
2025-05,NorthShore,3.25
2025-05,Papakura,3.25
2025-05,Rodney,3.25
2025-05,Waitakere,3.25
2025-06,AucklandCity,3.25
2025-06,Franklin,3.25
2025-06,Manukau,3.25
2025-06,NorthShore,3.25
2025-06,Papakura,3.25
2025-06,Rodney,3.25
2025-06,Waitakere,3.25
2025-07,AucklandCity,3.25
2025-07,Franklin,3.25
2025-07,Manukau,3.25
2025-07,NorthShore,3.25
2025-07,Papakura,3.25
2025-07,Rodney,3.25
2025-07,Waitakere,3.25
2025-08,AucklandCity,3.0
2025-08,Franklin,3.0
2025-08,Manukau,3.0
2025-08,NorthShore,3.0
2025-08,Papakura,3.0
2025-08,Rodney,3.0
2025-08,Waitakere,3.0
2025-09,AucklandCity,3.0
2025-09,Franklin,3.0
2025-09,Manukau,3.0
2025-09,NorthShore,3.0
2025-09,Papakura,3.0
2025-09,Rodney,3.0
2025-09,Waitakere,3.0
2025-10,AucklandCity,2.5
2025-10,Franklin,2.5
2025-10,Manukau,2.5
2025-10,NorthShore,2.5
2025-10,Papakura,2.5
2025-10,Rodney,2.5
2025-10,Waitakere,2.5
